# ----------------------------------------
# All Web Site Data
# Flat File Report
# 20201001-20210314
# ----------------------------------------

Date,Hour,Avg. Session Duration,Avg. Time on Page,Avg. Time on Screen,Bounce Rate,Bounces,Exits,Hits,New Users,Number of Sessions per User,Pages / Session,Pageviews,Results Pageviews / Search,Screen Views,Screens / Session,Session Duration,Sessions,Total Unique Searches,Unique Pageviews,Unique Screen Views,Users
20201106,02,00:08:55,00:04:28,00:00:00,0.00%,0,1,3,0,1.00,3.00,3,0.00,0,0.00,00:08:55,1,0,2,0,1
20201130,14,00:08:54,00:17:26,00:00:00,50.00%,1,1,2,2,1.00,1.00,2,0.00,0,0.00,00:17:47,2,0,2,0,2
20201026,08,00:08:50,00:00:41,00:00:00,0.00%,0,1,16,1,1.00,14.00,14,0.00,0,0.00,00:08:50,1,0,11,0,1
20201223,06,00:08:50,00:04:32,00:00:00,0.00%,0,2,7,1,0.50,5.00,5,0.00,0,0.00,00:08:50,1,0,3,0,2
20201205,18,00:08:45,00:01:18,00:00:00,50.00%,2,4,36,1,1.33,7.75,31,0.00,0,0.00,00:35:01,4,0,15,0,3
20210213,15,00:08:45,00:01:33,00:00:00,33.33%,1,3,22,2,1.00,6.67,20,0.00,0,0.00,00:26:15,3,0,16,0,3
20210301,15,00:08:45,00:02:23,00:00:00,0.00%,0,3,14,3,1.00,4.67,14,0.00,0,0.00,00:26:14,3,0,11,0,3
20201204,07,00:08:42,00:04:14,00:00:00,50.00%,1,2,6,2,0.67,3.00,6,0.00,0,0.00,00:17:23,2,0,4,0,3
20210307,08,00:08:37,00:04:18,00:00:00,50.00%,1,2,6,2,1.00,3.00,6,0.00,0,0.00,00:17:13,2,0,6,0,2
20201005,18,00:08:35,00:02:09,00:00:00,0.00%,0,2,14,2,1.00,4.67,14,0.00,0,0.00,00:25:46,3,0,9,0,3
20201013,08,00:08:34,00:04:54,00:00:00,25.00%,1,4,12,4,1.00,2.75,11,0.00,0,0.00,00:34:16,4,0,8,0,4
20210105,18,00:08:34,00:00:29,00:00:00,0.00%,0,2,46,2,1.00,19.00,38,0.00,0,0.00,00:17:08,2,0,18,0,2
20201224,12,00:08:33,00:00:45,00:00:00,0.00%,0,4,56,3,1.00,12.50,50,0.00,0,0.00,00:34:10,4,0,36,0,4
20210303,12,00:08:32,00:00:47,00:00:00,50.00%,1,2,30,2,1.00,12.00,24,0.00,0,0.00,00:17:03,2,0,16,0,2
20210217,13,00:08:25,00:02:12,00:00:00,33.33%,2,5,30,6,1.00,4.67,28,0.00,0,0.00,00:50:31,6,0,16,0,6
